Kingdom,Phylum,Class,Order,Family,Genus,Species,SAE3_00,SAE3_05,SAE3_23,SAE3_37,HSE6_05,HSE6_23,SAE3 Sum Raw Reads,HSE6 Sum Raw Reads,Total Raw Reads,Rank
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,[Bacillus] selenitireducens,3,313,396,482,406,744,1194,1150,2344,1668
Bacteria,Actinobacteria,Coriobacteriia,Actinomycetales,Cellulomonadaceae,Cellulomonas,[Cellvibrio] gilvus,7,76,97,348,67,400,528,467,995,2832
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,[Clostridium] aerotolerans,3,846,535,544,1422,1151,1928,2573,4501,1005
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,[Clostridium] alkalicellulosi,22,10958,5766,4311,13202,12419,21057,25621,46678,88
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,[Clostridium] aminophilum,3,336,395,393,752,670,1127,1422,2549,1584
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,[Clostridium] bifermentans,6,1291,1146,942,2161,2065,3385,4226,7611,611
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,[Clostridium] bolteae,2,1275,1181,882,2305,2127,3340,4432,7772,603
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,[Clostridium] celerecrescens,3,893,680,592,1655,1292,2168,2947,5115,893
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,[Clostridium] cellobioparum,11,5801,2960,2434,8549,6741,11206,15290,26496,176
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,[Clostridium] cellulosi,5,2846,2416,1959,6032,4163,7226,10195,17421,273
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,[Clostridium] citroniae,6,1469,1030,1078,2676,2398,3583,5074,8657,551
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,[Clostridium] clariflavum,27,13070,7340,5803,16380,15195,26240,31575,57815,66
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,[Clostridium] clostridioforme,17,2648,2229,2000,5316,4788,6894,10104,16998,279
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,[Clostridium] hathewayi,16,3798,3247,3127,7057,6795,10188,13852,24040,197
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,[Clostridium] indolis,6,1238,909,923,2689,2257,3076,4946,8022,592
Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,[Clostridium] innocuum,1,47,48,32,96,85,128,181,309,4642
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,[Clostridium] josui,14,5230,3278,2021,7190,6353,10543,13543,24086,195
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,[Clostridium] mangenotii,3,1045,974,871,1684,1616,2893,3300,6193,743
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,[Clostridium] methoxybenzovorans,1,695,657,373,1365,1097,1726,2462,4188,1064
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,[Clostridium] papyrosolvens,13,5425,3029,2191,7243,6392,10658,13635,24293,194
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,[Clostridium] paradoxum,4,2025,1343,1318,2467,2804,4690,5271,9961,478
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,[Clostridium] populeti,4,2263,1343,1094,5737,4417,4704,10154,14858,332
Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,[Clostridium] saccharogumia,2,200,230,190,522,412,622,934,1556,2184
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,[Clostridium] saccharolyticum,6,2382,1702,1314,4192,3222,5404,7414,12818,383
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,[Clostridium] scindens,0,40,21,36,48,46,97,94,191,5031
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,[Clostridium] sordellii,4,904,892,841,1402,1592,2641,2994,5635,822
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,[Clostridium] sporosphaeroides,4,1645,1350,1046,4754,2288,4045,7042,11087,434
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,[Clostridium] stercorarium,7,4324,3006,3046,6385,6584,10383,12969,23352,203
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,[Clostridium] sticklandii,7,1885,1417,1205,2350,3310,4514,5660,10174,471
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,[Clostridium] sufflavum,17,8180,3839,2921,10289,8135,14957,18424,33381,130
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,[Clostridium] symbiosum,9,990,902,637,1985,1642,2538,3627,6165,745
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,[Clostridium] termitidis,16,9568,4352,3959,12566,10494,17895,23060,40955,102
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,[Clostridium] viride,3,4035,5290,2274,13054,3146,11602,16200,27802,166
Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,[Eubacterium] cellulosolvens,1,468,540,557,868,898,1566,1766,3332,1303
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,unclassified Clostridiales Family XIII. Incertae Sedis,[Eubacterium] infirmum,0,434,362,365,851,648,1161,1499,2660,1543
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,unclassified Clostridiales Family XIII. Incertae Sedis,[Eubacterium] nodatum,2,529,373,351,859,678,1255,1537,2792,1496
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,[Eubacterium] siraeum,6,995,1051,775,2512,1588,2827,4100,6927,667
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,unclassified Clostridiales Family XIII. Incertae Sedis,[Eubacterium] sulci,3,313,345,294,586,461,955,1047,2002,1885
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,[Eubacterium] yurii,5,311,322,303,380,527,941,907,1848,1975
Bacteria,Cyanobacteria,unclassified Cyanobacteria,Oscillatoriales,unclassified Oscillatoriales,Kamptonema,[Oscillatoria] sp. PCC 6506,29,608,1094,1842,635,2222,3573,2857,6430,722
Bacteria,Proteobacteria,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,unclassified Xanthomonadaceae,[Pseudomonas] geniculata,270,290,177,379,174,75,1116,249,1365,2373
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,[Ruminococcus] gnavus,4,380,375,259,672,585,1018,1257,2275,1708
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,[Ruminococcus] obeum,5,532,464,495,1002,912,1496,1914,3410,1282
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,[Ruminococcus] torques,4,349,370,321,574,633,1044,1207,2251,1722
Bacteria,Cyanobacteria,unclassified Cyanobacteria,Nostocales,Microchaetaceae,Tolypothrix,[Scytonema hofmanni] UTEX 2349,28,564,836,1371,536,1703,2799,2239,5038,903
Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,Abiotrophia defectiva,5,59,101,138,80,179,303,259,562,3815
Bacteria,Caldithrixae,Caldithrixia,Caldithrixales,Caldithrixaceae,Caldithrix,Caldithrix abyssi,148,5599,7873,11152,2591,18002,24772,20593,45365,89
Bacteria,Actinobacteria,Coriobacteriia,Actinomycetales,Micrococcaceae,Acaricomes,Acaricomes phytoseiuli,1,21,45,87,36,105,154,141,295,4685
Bacteria,Cyanobacteria,unclassified Cyanobacteria,Chroococcales,unclassified Chroococcales,Acaryochloris,Acaryochloris sp. CCMEE 5410,27,635,895,1603,560,2225,3160,2785,5945,772
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acetivibrio,Acetivibrio cellulolyticus,23,16657,10354,7209,22788,19129,34243,41917,76160,41
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter aceti,7,106,234,269,73,946,616,1019,1635,2119
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter malorum,307,407,120,100,347,277,934,624,1558,2180
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter nitrogenifigens,3,70,121,191,76,212,385,288,673,3490
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter okinawensis,4,50,100,119,43,178,273,221,494,4055
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter pasteurianus,14,117,193,262,117,347,586,464,1050,2744
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter persici,2,39,89,118,173,113,248,286,534,3906
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter pomorum,4,29,54,59,22,91,146,113,259,4798
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter tropicalis,5,66,76,126,47,173,273,220,493,4058
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,unclassified Acetobacteraceae,Acetobacteraceae bacterium AT-5844,10,156,306,434,189,600,906,789,1695,2076
Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,Acetobacterium dehalogenans,54,12831,32376,23294,11399,17377,68555,28776,97331,25
Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Acetobacterium,Acetobacterium woodii,12,3874,5090,4545,5649,6554,13521,12203,25724,182
Bacteria,Firmicutes,Clostridia,Halanaerobiales,Halobacteroidaceae,Acetohalobium,Acetohalobium arabaticum,20,1593,2386,3415,2395,4657,7414,7052,14466,342
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Acetonema,Acetonema longum,19,6974,4540,6700,16768,13812,18233,30580,48813,81
Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,Acholeplasma axanthum,7,716,415,525,423,1526,1663,1949,3612,1228
Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,Acholeplasma equifetale,3,467,332,285,250,850,1087,1100,2187,1754
Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,Acholeplasma granularum,4,471,274,283,307,861,1032,1168,2200,1745
Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,Acholeplasma hippikon,1,540,267,301,224,1029,1109,1253,2362,1660
Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,Acholeplasma modicum,2,329,208,205,180,571,744,751,1495,2243
Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,Acholeplasma multilocale,1,16,45,33,18,65,95,83,178,5085
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter arsenitoxydans,18,105,115,273,82,353,511,435,946,2913
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter insuavis,22,125,137,281,100,346,565,446,1011,2791
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter piechaudii,34,207,293,573,157,624,1107,781,1888,1949
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter xylosoxidans,43,398,395,818,311,1148,1654,1459,3113,1389
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XII. Incertae Sedis,Acidaminobacter,Acidaminobacter hydrogenoformans,7,5650,2094,2747,4619,5344,10498,9963,20461,229
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Acidaminococcus,Acidaminococcus fermentans,7,1913,568,929,1815,1282,3417,3097,6514,708
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Acidaminococcus,Acidaminococcus intestini,8,1249,482,636,1193,839,2375,2032,4407,1016
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Acidaminococcus,Acidaminococcus sp. BV3L6,0,134,56,81,183,113,271,296,567,3795
Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Acidaminococcus,Acidaminococcus sp. HPA0509,0,64,31,50,67,55,145,122,267,4776
Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,Acidianus hospitalis,7,94,252,399,160,459,752,619,1371,2364
Archaea,Crenarchaeota,Thermoprotei,Acidilobales,Acidilobaceae,Acidilobus,Acidilobus saccharovorans,1,47,113,243,76,236,404,312,716,3381
Archaea,Crenarchaeota,Thermoprotei,Acidilobales,Acidilobaceae,Acidilobus,Acidilobus sulfurireducens,4,98,198,269,168,335,569,503,1072,2711
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,Acidiphilium angustum,14,132,224,380,86,412,750,498,1248,2504
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,Acidiphilium multivorum,16,156,198,371,80,434,741,514,1255,2495
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,Acidiphilium sp. PM,8,101,143,275,77,304,527,381,908,2970
Bacteria,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Acidithiobacillus caldus,23,177,310,506,150,687,1016,837,1853,1972
Bacteria,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Acidithiobacillus ferrivorans,81,383,430,849,240,1011,1743,1251,2994,1432
Bacteria,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Acidithiobacillus thiooxidans,65,323,396,840,224,954,1624,1178,2802,1492
Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,unclassified Acidobacteriaceae,Acidobacteria bacterium KBS 146,22,363,659,1306,335,1551,2350,1886,4236,1056
Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,unclassified Acidobacteriaceae,Acidobacteriaceae bacterium KBS 83,44,681,1153,2361,683,3103,4239,3786,8025,591
Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,unclassified Acidobacteriaceae,Acidobacteriaceae bacterium KBS 89,33,549,857,1556,496,2254,2995,2750,5745,802
Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,unclassified Acidobacteriaceae,Acidobacteriaceae bacterium KBS 96,91,1967,4010,8234,1454,12025,14302,13479,27781,167
Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,unclassified Acidobacteriaceae,Acidobacteriaceae bacterium TAA166,23,408,764,1354,352,1744,2549,2096,4645,975
Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,unclassified Acidobacteriaceae,Acidobacteriaceae bacterium URHE0068,54,1025,1601,3290,1039,4448,5970,5487,11457,426
Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Acidobacterium,Acidobacterium sp. PMMR2,32,497,932,1985,421,2212,3446,2633,6079,753
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidocella,Acidocella facilis,7,39,104,115,42,148,265,190,455,4160
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidocella,Acidocella sp. MX-AZ02,11,95,197,235,70,315,538,385,923,2948
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax avenae,59,466,212,625,396,725,1362,1121,2483,1616
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax oryzae,5,46,60,119,63,122,230,185,415,4292
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax radicis,135,755,240,969,6766,1003,2099,7769,9868,482
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. CF316,58,495,260,663,805,674,1476,1479,2955,1441
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. JHL-3,79,640,150,551,863,543,1420,1406,2826,1480
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. JHL-9,94,521,114,443,1964,601,1172,2565,3737,1186
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. KKS102,90,660,166,586,2358,649,1502,3007,4509,1001
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. MR-S7,69,430,229,614,402,589,1342,991,2333,1676
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. NO-1,160,821,168,710,2413,722,1859,3135,4994,912
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax temperans,59,511,155,583,708,539,1308,1247,2555,1581
Archaea,Euryarchaeota,unclassified Euryarchaeota,unclassified Euryarchaeota,unclassified Euryarchaeota,Aciduliprofundum,Aciduliprofundum boonei,15,323,1201,2121,350,2307,3660,2657,6317,731
Archaea,Euryarchaeota,unclassified Euryarchaeota,unclassified Euryarchaeota,unclassified Euryarchaeota,Aciduliprofundum,Aciduliprofundum sp. MAR08-339,15,264,1003,2051,404,1927,3333,2331,5664,816
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,83,856,1093,1143,982,2237,3175,3219,6394,725
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter baylyi,4,25,63,80,31,116,172,147,319,4600
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter beijerinckii,2,63,82,72,42,165,219,207,426,4258
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter bereziniae,7,85,101,122,89,226,315,315,630,3614
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter bohemicus,4,48,61,102,34,662,215,696,911,2964
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter bouvetii,2,36,65,74,30,205,177,235,412,4299
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter brisouii,3,34,63,86,43,132,186,175,361,4457
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter calcoaceticus,2,96,182,182,142,334,462,476,938,2928
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter gerneri,5,89,120,148,72,256,362,328,690,3445
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter guillouiae,7,67,125,135,109,268,334,377,711,3390
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter gyllenbergii,2,36,52,39,47,87,129,134,263,4788
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter haemolyticus,3,69,71,109,88,187,252,275,527,3930
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter indicus,0,12,17,39,13,72,68,85,153,5165
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii,5,54,85,109,61,234,253,295,548,3854
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter junii,7,77,150,107,96,236,341,332,673,3491
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter lwoffii,15,129,209,249,130,530,602,660,1262,2488
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter nosocomialis,1,49,75,75,70,138,200,208,408,4308
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter oleivorans,1,17,12,19,10,32,49,42,91,5374
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter parvus,5,55,71,102,49,179,233,228,461,4140
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii,6,54,108,84,60,185,252,245,497,4044
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter radioresistens,9,75,118,162,85,255,364,340,704,3410
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter rudis,3,53,76,117,66,152,249,218,467,4129
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter schindleri,1,24,50,36,43,120,111,163,274,4750
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter soli,2,38,53,83,55,134,176,189,365,4448
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp.,1,1,4,1,0,4,7,4,11,5594
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp. ANC 3789,1,33,81,83,32,118,198,150,348,4506
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp. ANC 3862,1,32,68,58,75,127,159,202,361,4458
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp. ANC 3880,0,13,30,34,19,54,77,73,150,5173
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp. ANC 3929,2,25,34,43,28,69,104,97,201,5000
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp. ANC 4105,1,9,28,22,25,49,60,74,134,5239
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp. CIP 101934,0,12,24,34,13,55,70,68,138,5214
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp. CIP 101966,1,10,21,17,21,29,49,50,99,5350
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp. CIP 102082,0,12,12,22,15,30,46,45,91,5375
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp. CIP 102129,0,17,25,33,20,45,75,65,140,5208
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp. CIP 102136,0,16,21,24,27,66,61,93,154,5162
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp. CIP 102143,1,4,15,17,9,16,37,25,62,5441
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp. CIP 102159,0,4,5,3,5,12,12,17,29,5533
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp. CIP 102529,1,7,25,17,5,29,50,34,84,5394
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp. CIP 102637,1,10,11,35,10,26,57,36,93,5368
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp. CIP 110321,5,35,27,39,25,52,106,77,183,5065
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp. CIP 51.11,0,20,19,20,7,45,59,52,111,5306
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp. CIP 53.82,3,17,41,44,21,126,105,147,252,4826
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp. CIP 56.2,1,22,28,32,12,46,83,58,141,5206
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp. CIP 64.2,0,1,1,0,1,4,2,5,7,5616
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp. CIP 64.7,0,1,3,3,1,1,7,2,9,5606
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp. CIP 70.18,2,2,17,23,7,25,44,32,76,5411
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp. CIP A162,0,5,1,0,1,3,6,4,10,5600
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp. CIP-A165,1,17,37,26,20,101,81,121,202,4994
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp. GG2,1,11,12,19,15,37,43,52,95,5363
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp. HA,2,18,31,45,14,72,96,86,182,5074
