Kingdom,Phylum,Class,Order,Family,Genus,Species,SAE3_00,SAE3_05,SAE3_23,SAE3_37,HSE6_05,HSE6_23,SAE3 Sum Raw Reads,HSE6 Sum Raw Reads,Total Raw Reads,Rank
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Aureimonas,Aureimonas ureilytica,9,124,165,290,96,402,588,498,1086,2684
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Aureispira,Aureispira sp. CCB-QB1,782,1711,2480,1873,1141,5568,6846,6709,13555,362
Bacteria,Microgenomates,unclassified Microgenomates,unclassified Microgenomates,unclassified Microgenomates,Candidatus Microgenomatus,auricola,86,2149,8964,10052,1754,9166,21251,10920,32171,140
Bacteria,Actinobacteria,Coriobacteriia,Actinomycetales,Dermatophilaceae,Austwickia,Austwickia chelonae,1,83,161,201,69,381,446,450,896,2993
Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Avibacterium,Avibacterium paragallinarum,3,129,164,191,119,297,487,416,903,2982
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azoarcus,Azoarcus sp. KH32C,164,2983,631,1919,583,3642,5697,4225,9922,480
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azoarcus,Azoarcus toluclasticus,211,3232,539,1739,666,3749,5721,4415,10136,472
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Azohydromonas,Azohydromonas australica,106,780,483,1200,389,1385,2569,1774,4343,1034
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azonexus,Azonexus hydrophilus,94,2834,842,3452,473,6454,7222,6927,14149,349
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Azorhizobium,Azorhizobium doebereinerae,31,216,385,678,1414,944,1310,2358,3668,1208
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,Azospira oryzae,112,6853,359,5904,359,1878,13228,2237,15465,313
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,Azospirillum brasilense,70,2409,2628,2557,694,4117,7664,4811,12475,391
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,Azospirillum halopraeferens,34,1948,1970,1684,307,2784,5636,3091,8727,544
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,Azospirillum lipoferum,57,1757,1879,2073,514,2952,5766,3466,9232,510
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,Azospirillum sp. B4,42,662,1260,1206,296,1331,3170,1627,4797,944
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,Azospirillum sp. B506,23,1034,1190,1233,322,1701,3480,2023,5503,843
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azotobacter,Azotobacter vinelandii,30,252,245,502,231,747,1029,978,2007,1881
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azovibrio,Azovibrio restrictus,128,2028,748,2520,572,3199,5424,3771,9195,512
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus acidiproducens,2,241,292,359,380,522,894,902,1796,2001
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus aidingensis,8,342,465,568,606,912,1383,1518,2901,1459
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus alcalophilus,3,404,482,540,726,985,1429,1711,3140,1373
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus altitudinis,0,8,14,14,10,14,36,24,60,5452
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus amyloliquefaciens,8,712,832,613,1095,1429,2165,2524,4689,964
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis,2,77,97,78,132,184,254,316,570,3785
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus atrophaeus,2,235,281,270,481,534,788,1015,1803,1999
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus aurantiacus,7,351,444,503,474,820,1305,1294,2599,1563
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus azotoformans,12,859,1015,1008,1793,1773,2894,3566,6460,716
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus bataviensis,6,622,640,847,1110,1349,2115,2459,4574,990
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus bogoriensis,5,576,668,703,1063,1261,1952,2324,4276,1044
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cellulosilyticus,9,580,642,616,821,1157,1847,1978,3825,1160
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus,90,4695,5820,4776,9439,10636,15381,20075,35456,120
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus chagannorensis,4,185,325,396,284,539,910,823,1733,2050
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus coagulans,7,699,815,993,1314,1619,2514,2933,5447,856
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus endophyticus,8,646,633,713,897,1222,2000,2119,4119,1083
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus firmus,4,326,353,354,419,634,1037,1053,2090,1826
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus flexus,1,90,100,109,140,220,300,360,660,3531
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus fordii,8,422,440,564,645,937,1434,1582,3016,1420
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus gaemokensis,1,248,346,271,378,490,866,868,1734,2048
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus ginsengihumi,9,340,495,494,571,815,1338,1386,2724,1515
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus infantis,7,352,356,451,466,743,1166,1209,2375,1656
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus isronensis,3,164,203,235,281,386,605,667,1272,2480
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus kribbensis,11,460,417,543,668,813,1431,1481,2912,1456
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus lehensis,6,146,226,282,257,431,660,688,1348,2398
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus licheniformis,7,574,794,675,819,1286,2050,2105,4155,1072
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus manliponensis,9,240,357,351,489,642,957,1131,2088,1831
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus mannanilyticus,11,1000,1284,1120,1352,1918,3415,3270,6685,690
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus marmarensis,8,157,156,171,256,309,492,565,1057,2733
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus massilioanorexius,14,538,550,547,843,1008,1649,1851,3500,1258
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus massiliosenegalensis,12,597,638,713,1202,1212,1960,2414,4374,1024
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus megaterium,9,783,942,973,1299,1734,2707,3033,5740,804
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus methanolicus,11,803,997,1066,1396,1738,2877,3134,6011,763
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus methylotrophicus,0,16,17,17,12,25,50,37,87,5387
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus mojavensis,2,160,177,208,226,341,547,567,1114,2646
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus mycoides,1,17,14,34,29,33,66,62,128,5265
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus nealsonii,2,353,387,396,638,797,1138,1435,2573,1573
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus oceanisediminis,5,310,308,386,459,591,1009,1050,2059,1857
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus panaciterrae,10,508,636,631,1125,1197,1785,2322,4107,1086
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus pseudofirmus,3,372,427,474,548,779,1276,1327,2603,1559
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus psychrosaccharolyticus,10,420,423,500,596,942,1353,1538,2891,1462
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus pumilus,4,293,375,343,438,661,1015,1099,2114,1813
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus safensis,4,115,155,172,149,285,446,434,880,3023
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus siamensis,3,53,80,89,79,107,225,186,411,4302
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus simplex,5,375,492,512,788,979,1384,1767,3151,1369
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus smithii,9,316,467,539,583,850,1331,1433,2764,1506
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sonorensis,5,296,421,369,439,653,1091,1092,2183,1761
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp.,10,615,658,563,1055,1225,1846,2280,4126,1081
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. 105MF,2,119,174,148,224,244,443,468,911,2965
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. 123MFChir2,5,334,341,328,511,627,1008,1138,2146,1785
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. 171095_106,1,79,82,96,136,165,258,301,559,3826
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. 17376,3,445,418,504,888,936,1370,1824,3194,1353
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. 1NLA3E,3,827,786,868,1667,1657,2484,3324,5808,797
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. 2_A_57_CT2,2,220,257,252,320,493,731,813,1544,2195
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. 278922_107,1,46,66,64,126,117,177,243,420,4280
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. 37MA,6,355,399,381,592,680,1141,1272,2413,1643
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. 5B6,0,30,62,47,75,93,139,168,307,4652
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. 7_6_55CFAA_CT2,2,58,58,70,94,107,188,201,389,4374
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. 916,0,18,48,28,22,71,94,93,187,5049
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. 95MFCvi2.1,0,80,76,75,146,177,231,323,554,3838
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. Aph1,1,141,118,146,196,277,406,473,879,3026
